Id,Taxonsorteringsordning,Valideringsstatus,Rödlistade,Artnamn,Vetenskapligt namn,Auktor,Antal,Enhet,Ålder/stadium,Kön,Aktivitet,Längd,Vikt,Metod,Huvudlokal,Lokalnamn,Ostkoordinat,Nordkoordinat,Noggrannhet,Diffusion,Län,Kommun,Provins,Församling,Externid,Startdatum,Starttid,Slutdatum,Sluttid,Kommentar,Privat kommentar,Ej återfunnen,Osäker artbestämning,Bestämningsmetod,Ospontan,Biotop,Biotopbeskrivning,Substrat,Vetenskapligt Substratnamn,Beskrivning,Substrat,Antal substrat,Substratbeskrivning,Djup min,Djup max,Höjd min,Höjd max,Publik samling,Privat samling,Samlingsnummer,Samlingsbeskrivning,Artbestämd av,Bestämningsår,Bekräftad av,Bekräftelseår,Redigeringsansvarig,Rapportör,Observatörer,DNA sekvens,Projektnamn,Area,
94289553,93468,Ovaliderad,,Rödklöver,Trifolium pratense,L.,noterad, , , ,,,,observerad,,Trafikplats Avestaforsen ,1520484,6670973,100,0,Dalarna,Avesta,Dalarna,Grytnäs,,2021-06-16,,2021-06-16,,,,False,False, ,False,,,,,,,,,,,,,, ,,,,,,,Daniel Lindstein,Daniel Lindstein,Daniel Lindstein,,,2,
95142351,93468,Ovaliderad,,Rödklöver,Trifolium pratense,L.,noterad,,i frukt,,,,,,,"Ulvsbo, vändplanen",1494371,6655010,25,0,Västmanland,Fagersta,Dalarna,Fagersta,,2021-07-28,,2021-07-28,,,,False,False,,False,,gräsmark,,,,,,,,,,,, ,,,,,,,Bo Eriksson,Bo Eriksson,Bo Eriksson,,,2,
3761668,93468,Ovaliderad,,Rödklöver,Trifolium pratense,L.,noterad,,,,,,,,,"Hästkärret, 0,2 km OSO",1514837,6653647,100,0,Västmanland,Norberg,Västmanland,Karbenning,,2011-06-11,,2011-06-11,,,,False,False,,False,,Längs ej brukad grusväg i granskog,,,,,,,,,,,, ,,,,,,,Bengt Stridh,Bengt Stridh,"Britt Halling, Lasse Gustavsson, Bengt Stridh",,,2,
3793538,93468,Ovaliderad,,Rödklöver,Trifolium pratense,L.,110,,,,,,,,,Avesta uppföljning N,1522688,6668313,100,0,Dalarna,Avesta,Dalarna,Folkärna,,2012-07-15,,2012-07-15,,,,False,False,,False,,,,,,,,,,,,,, ,,,,,,,Magnus Stenmark,Magnus Stenmark,Magnus Stenmark,,,2,
60583688,93468,Ovaliderad,,Rödklöver,Trifolium pratense,L.,noterad,,,,,,,,,"Lilla Klingbo, avtag till",1519857,6657347,100,0,Västmanland,Norberg,Västmanland,Karbenning,,2016-07-13,,2016-07-13,,,,False,False,,False,,vägkant,,,,,,,,,,,, ,,,,,,,Bo Eriksson,Bo Eriksson,Bo Eriksson,,,2,
3797156,93468,Ovaliderad,,Rödklöver,Trifolium pratense,L.,1,,,,,,,,,Avesta-sandhögarna,1522714,6668243,100,0,Dalarna,Avesta,Dalarna,Folkärna,,2012-07-28,,2012-07-28,,,,False,False,,False,,,,,,,,,,,,,, ,,,,,,,Magnus Stenmark,Magnus Stenmark,Magnus Stenmark,,,2,
3797157,93468,Ovaliderad,,Rödklöver,Trifolium pratense,L.,1,,,,,,,,,Avesta-sandhögarna,1522714,6668243,100,0,Dalarna,Avesta,Dalarna,Folkärna,,2012-07-28,,2012-07-28,,,,False,False,,False,,,,,,,,,,,,,, ,,,,,,,Magnus Stenmark,Magnus Stenmark,Magnus Stenmark,,,2,
3763642,93468,Ovaliderad,,Rödklöver,Trifolium pratense,L.,noterad,,,,,,,,,"Broarna, intill järnvägsspåret",1513150,6654900,100,0,Västmanland,Norberg,Västmanland,Karbenning,,2011-06-12,,2011-06-12,,,,False,False,,False,,Längs järnväg och grusväg,,,,,,,,,,,, ,,,,,,,Bengt Stridh,Bengt Stridh,"Lars Carlsson, Britt Halling, Bengt Stridh",,,2,
66560852,93468,Ovaliderad,,Rödklöver,Trifolium pratense,L.,noterad, ,blomning, ,,,,,Karlstadsområdet,Talludsgatans äng,1371873,6588741,50,0,Värmland,Karlstad,Värmland,Karlstad,,2017-07-04,,2017-07-04,,,,False,False,,False,,,,,,,,,,,,,, ,,,,,,,Leif Lövström,Leif Lövström,Leif Lövström,,,3,
66702403,93468,Ovaliderad,,Rödklöver,Trifolium pratense,L.,noterad, ,blomning, ,,,,,Karlstadsområdet,"Gaperudsgatans äng, Karlstad",1371512,6589992,50,0,Värmland,Karlstad,Värmland,Karlstad,,2017-07-12,,2017-07-12,,,,False,False,,False,,,,,,,,,,,,,, ,,,,,,,Leif Lövström,Leif Lövström,Leif Lövström,,,3,
94152738,93468,Ovaliderad,,Rödklöver,Trifolium pratense,L.,noterad, ,blomning, ,,,, ,Karlstadsområdet,"Fogdemyrsgatan/Stormyrsgatan, jordhög",1372194,6590038,25,0,Värmland,Karlstad,Värmland,Karlstad,,2021-06-09,,2021-06-09,,,,False,False, ,False,,,,,,,,,,,,,, ,,,,,,,Leif Lövström,Leif Lövström,Leif Lövström,,,3,
98080097,93468,Ovaliderad,,Rödklöver,Trifolium pratense,L.,noterad,,,,,,,,,AVK:Klarälvsbanan,1372253,6589844,58,0,Värmland,Karlstad,Värmland,Karlstad,,2021-06-23,,2021-06-23,,,,False,False,,False,,,,,,,,,,,,,, ,,,,,,,Greensway AB,Charles Campbell,"Adam Trapp, Charles Campbell",,Artrika vägkanter i Karlstads Kommun,3,
62366263,93468,Ovaliderad,,Rödklöver,Trifolium pratense,L.,noterad,,,,,,,,,Atlasruta 14E 5h  Orsa,1437500,6777500,2500,0,Dalarna,Orsa,Dalarna,Orsa,,1986-01-01,,1986-12-31,,Dalafloran [463],,False,False,,False,,,,,,,,,,,,,, ,,,,,,,Inge Palmqvist,Inge Palmqvist,Jan Edelsjö,,Dalaflorans databas,4,
66520194,93468,Ovaliderad,,Rödklöver,Trifolium pratense,L.,noterad, , , ,,,,,,"Lindänget, Orsa. ",1436400,6776863,1500,0,Dalarna,Orsa,Dalarna,Orsa,,2017-07-02,15:15,2017-07-02,15:30,,,False,False,,False,,,,,,,,,,,,,, ,,,,,,,Lars Bruks,Lars Bruks,Lars Bruks,,,4,
79898824,93468,Ovaliderad,,Rödklöver,Trifolium pratense,L.,noterad, ,fullt utvecklade blad, ,,,, ,,Nedre Stenberg,1437140,6776744,150,0,Dalarna,Orsa,Dalarna,Orsa,,2019-09-06,,2019-09-06,,Enstaka,,False,False, ,False,,,,,,,,,,,,,, ,,,,,,,Claes Möre,Claes Möre,Claes Möre,,Restaurering av äng ur gräsmatta. Nedre Stenberg,4,
98109563,93468,Ovaliderad,,Rödklöver,Trifolium pratense,L.,noterad,,,,,,,,,Orsa,1436623,6777029,25,0,Dalarna,Orsa,Dalarna,Orsa,,2021-07-01,,2021-07-01,,,,False,False,,False,,,,,,,,,,,,,, ,,,,,,,Per Toräng,Per Toräng,Per Toräng,,Adb inventering slåtterängar 2020-2021,4,
